,red,blue,green,scaled_red,scaled_blue,scaled_green
3743,25,0,0,0.335846,0.0,0.0
3744,14,0,0,0.188074,0.0,0.0
3745,35,0,0,0.470185,0.0,0.0
3746,142,67,56,1.907606,0.802814,0.785673
3747,185,117,103,2.485262,1.401929,1.445077
3748,95,54,45,1.276216,0.647044,0.631344
3749,33,4,0,0.443317,0.047929,0.0
3750,47,4,0,0.631391,0.047929,0.0
3751,151,98,80,2.028511,1.174265,1.12239
3752,103,70,62,1.383686,0.838761,0.869852
3753,0,0,2,0.0,0.0,0.02806
3754,29,11,9,0.389582,0.131805,0.126269
3755,6,0,0,0.080603,0.0,0.0
3756,0,0,2,0.0,0.0,0.02806
3757,3,0,1,0.040302,0.0,0.01403
3758,11,0,0,0.147772,0.0,0.0
3759,13,0,0,0.17464,0.0,0.0
3760,7,0,0,0.094037,0.0,0.0
3761,9,4,8,0.120905,0.047929,0.112239
3762,7,1,6,0.094037,0.011982,0.084179
3763,6,0,3,0.080603,0.0,0.04209
3764,3,0,4,0.040302,0.0,0.05612
3765,0,0,2,0.0,0.0,0.02806
3766,0,0,3,0.0,0.0,0.04209
3767,5,5,5,0.067169,0.059911,0.070149
3768,6,9,7,0.080603,0.107841,0.098209
3769,7,15,12,0.094037,0.179734,0.168359
3770,6,0,7,0.080603,0.0,0.098209
3771,14,0,0,0.188074,0.0,0.0
3772,42,0,2,0.564222,0.0,0.02806
3773,119,63,58,1.598628,0.754885,0.813733
3774,148,81,71,1.988209,0.970566,0.996121
3775,157,81,66,2.109114,0.970566,0.925972
3776,136,61,43,1.827003,0.73092,0.603285
3777,132,71,55,1.773268,0.850743,0.771643
3778,76,35,26,1.020972,0.41938,0.364777
3779,24,0,0,0.322412,0.0,0.0
3780,0,0,6,0.0,0.0,0.084179
3781,23,79,72,0.308978,0.946601,1.010151
3782,102,227,192,1.370252,2.719981,2.693736
3783,79,251,194,1.061274,3.007556,2.721796
3784,77,255,197,1.034406,3.055486,2.763885
3785,81,244,197,1.088142,2.92368,2.763885
3786,87,238,201,1.168745,2.851787,2.820005
3787,83,235,192,1.115009,2.81584,2.693736
3788,94,248,193,1.262782,2.971609,2.707766
3789,99,251,196,1.329951,3.007556,2.749856
3790,93,246,200,1.249348,2.947645,2.805975
3791,53,210,169,0.711994,2.516282,2.371049
3792,68,220,180,0.913502,2.636105,2.525378
3793,115,235,199,1.544892,2.81584,2.791945
3794,74,142,122,0.994105,1.701486,1.711645
3795,0,11,7,0.0,0.131805,0.098209
3796,20,16,33,0.268677,0.191717,0.462986
3797,0,9,14,0.0,0.107841,0.196418
3798,105,161,147,1.410554,1.92915,2.062392
3799,98,152,128,1.316517,1.821309,1.795824
3800,0,24,5,0.0,0.287575,0.070149
3801,14,29,21,0.188074,0.347487,0.294627
3802,15,23,20,0.201508,0.275593,0.280598
3803,9,14,10,0.120905,0.167752,0.140299
3804,4,11,3,0.053735,0.131805,0.04209
3805,5,16,13,0.067169,0.191717,0.182388
3806,26,47,51,0.34928,0.563168,0.715524
3807,107,133,138,1.437422,1.593645,1.936123
3808,10,28,25,0.134338,0.335504,0.350747
3809,0,9,0,0.0,0.107841,0.0
3810,13,21,13,0.17464,0.251628,0.182388
3811,0,12,12,0.0,0.143788,0.168359
3812,0,28,9,0.0,0.335504,0.126269
3813,9,56,38,0.120905,0.671009,0.533135
3814,110,169,148,1.477723,2.025008,2.076422
3815,129,218,193,1.732966,2.612141,2.707766
3816,103,226,198,1.383686,2.707999,2.777915
3817,84,235,203,1.128443,2.81584,2.848065
3818,77,239,201,1.034406,2.863769,2.820005
3819,83,251,204,1.115009,3.007556,2.862095
3820,80,253,200,1.074708,3.031521,2.805975
3821,74,245,191,0.994105,2.935663,2.679706
3822,100,246,203,1.343385,2.947645,2.848065
3823,98,189,169,1.316517,2.264654,2.371049
3824,0,5,8,0.0,0.059911,0.112239
3825,19,0,3,0.255243,0.0,0.04209
3826,58,10,18,0.779163,0.119823,0.252538
3827,129,75,78,1.732966,0.898672,1.09433
3828,153,75,78,2.055379,0.898672,1.09433
3829,155,80,74,2.082246,0.958584,1.038211
3830,145,71,52,1.947908,0.850743,0.729554
3831,162,90,62,2.176283,1.078407,0.869852
3832,147,93,69,1.974776,1.114354,0.968061
3833,23,0,0,0.308978,0.0,0.0
3834,18,10,15,0.241809,0.119823,0.210448
3835,11,0,0,0.147772,0.0,0.0
3836,93,61,51,1.249348,0.73092,0.715524
3837,119,89,77,1.598628,1.066424,1.0803
3838,30,13,4,0.403015,0.15577,0.05612
3839,24,4,0,0.322412,0.047929,0.0
3840,44,2,0,0.591089,0.023965,0.0
3841,156,103,85,2.09568,1.234177,1.192539
3842,109,77,69,1.464289,0.922637,0.968061
3843,0,0,2,0.0,0.0,0.02806
3844,29,23,13,0.389582,0.275593,0.182388
3845,5,6,3,0.067169,0.071894,0.04209
3846,6,9,10,0.080603,0.107841,0.140299
3847,3,1,3,0.040302,0.011982,0.04209
3848,15,9,6,0.201508,0.107841,0.084179
3849,14,12,8,0.188074,0.143788,0.112239
3850,7,9,7,0.094037,0.107841,0.098209
3851,0,0,0,0.0,0.0,0.0
3852,11,2,6,0.147772,0.023965,0.084179
3853,11,0,7,0.147772,0.0,0.098209
3854,4,0,5,0.053735,0.0,0.070149
3855,1,2,6,0.013434,0.023965,0.084179
3856,4,6,4,0.053735,0.071894,0.05612
3857,5,11,2,0.067169,0.131805,0.02806
3858,3,14,8,0.040302,0.167752,0.112239
3859,0,14,12,0.0,0.167752,0.168359
3860,14,3,4,0.188074,0.035947,0.05612
3861,17,1,1,0.228375,0.011982,0.01403
3862,25,6,5,0.335846,0.071894,0.070149
3863,18,0,0,0.241809,0.0,0.0
3864,22,0,1,0.295545,0.0,0.01403
3865,17,0,0,0.228375,0.0,0.0
3866,19,0,0,0.255243,0.0,0.0
3867,14,0,0,0.188074,0.0,0.0
3868,11,2,1,0.147772,0.023965,0.01403
3869,17,13,8,0.228375,0.15577,0.112239
3870,0,0,2,0.0,0.0,0.02806
3871,22,77,69,0.295545,0.922637,0.968061
3872,97,225,191,1.303083,2.696017,2.679706
3873,83,255,204,1.115009,3.055486,2.862095
3874,71,248,190,0.953803,2.971609,2.665676
3875,86,245,196,1.155311,2.935663,2.749856
3876,83,227,186,1.115009,2.719981,2.609557
3877,98,237,195,1.316517,2.839804,2.735826
3878,99,238,191,1.329951,2.851787,2.679706
3879,76,217,168,1.020972,2.600158,2.357019
3880,42,187,143,0.564222,2.240689,2.006272
3881,67,210,168,0.900068,2.516282,2.357019
3882,108,231,191,1.450856,2.76791,2.679706
3883,86,171,139,1.155311,2.048973,1.950153
3884,0,24,11,0.0,0.287575,0.154329
3885,7,16,17,0.094037,0.191717,0.238508
3886,18,10,27,0.241809,0.119823,0.378807
3887,0,4,8,0.0,0.047929,0.112239
3888,83,133,119,1.115009,1.593645,1.669555
3889,144,196,175,1.934474,2.34853,2.455228
3890,25,59,40,0.335846,0.706955,0.561195
3891,3,13,3,0.040302,0.15577,0.04209
3892,21,17,12,0.282111,0.203699,0.168359
3893,11,2,0,0.147772,0.023965,0.0
3894,12,6,0,0.161206,0.071894,0.0
3895,5,9,4,0.067169,0.107841,0.05612
3896,52,70,72,0.69856,0.838761,1.010151
3897,96,120,125,1.289649,1.437876,1.753734
3898,0,10,7,0.0,0.119823,0.098209
3899,17,24,16,0.228375,0.287575,0.224478
3900,3,5,0,0.040302,0.059911,0.0
3901,6,9,7,0.080603,0.107841,0.098209
3902,16,36,22,0.214942,0.431363,0.308657
3903,0,12,0,0.0,0.143788,0.0
3904,0,14,3,0.0,0.167752,0.04209
3905,57,100,86,0.765729,1.19823,1.206569
3906,110,193,172,1.477723,2.312583,2.413139
3907,113,233,204,1.518025,2.791875,2.862095
3908,91,237,197,1.22248,2.839804,2.763885
3909,79,247,193,1.061274,2.959627,2.707766
3910,76,255,196,1.020972,3.055486,2.749856
3911,74,255,199,0.994105,3.055486,2.791945
3912,97,250,213,1.303083,2.995574,2.988363
3913,99,190,179,1.329951,2.276636,2.511348
3914,0,3,13,0.0,0.035947,0.182388
3915,25,0,6,0.335846,0.0,0.084179
3916,68,14,17,0.913502,0.167752,0.238508
3917,63,9,0,0.846332,0.107841,0.0
3918,37,0,0,0.497052,0.0,0.0
3919,40,0,0,0.537354,0.0,0.0
3920,46,3,0,0.617957,0.035947,0.0
3921,128,84,58,1.719532,1.006513,0.813733
3922,153,116,89,2.055379,1.389946,1.248659
3923,88,69,51,1.182179,0.826778,0.715524
3924,9,6,0,0.120905,0.071894,0.0
3925,21,19,11,0.282111,0.227664,0.154329
3926,10,5,0,0.134338,0.059911,0.0
3927,7,5,0,0.094037,0.059911,0.0
3928,0,5,1,0.0,0.059911,0.01403
3929,20,14,11,0.268677,0.167752,0.154329
3930,29,0,0,0.389582,0.0,0.0
3931,143,95,79,1.92104,1.138318,1.10836
3932,126,93,83,1.692665,1.114354,1.16448
3933,8,0,0,0.107471,0.0,0.0
3934,23,20,7,0.308978,0.239646,0.098209
3935,14,12,2,0.188074,0.143788,0.02806
3936,15,9,2,0.201508,0.107841,0.02806
3937,13,4,0,0.17464,0.047929,0.0
3938,19,10,0,0.255243,0.119823,0.0
3939,8,5,0,0.107471,0.059911,0.0
3940,10,11,3,0.134338,0.131805,0.04209
3941,8,2,0,0.107471,0.023965,0.0
3942,17,6,7,0.228375,0.071894,0.098209
3943,16,5,11,0.214942,0.059911,0.154329
3944,5,1,8,0.067169,0.011982,0.112239
3945,5,8,9,0.067169,0.095858,0.126269
3946,9,11,4,0.120905,0.131805,0.05612
3947,7,12,0,0.094037,0.143788,0.0
3948,4,16,4,0.053735,0.191717,0.05612
3949,0,12,4,0.0,0.143788,0.05612
3950,21,8,2,0.282111,0.095858,0.02806
3951,13,0,0,0.17464,0.0,0.0
3952,10,0,0,0.134338,0.0,0.0
3953,8,5,4,0.107471,0.059911,0.05612
3954,6,9,10,0.080603,0.107841,0.140299
3955,0,1,4,0.0,0.011982,0.05612
3956,0,4,8,0.0,0.047929,0.112239
3957,5,14,15,0.067169,0.167752,0.210448
3958,0,9,8,0.0,0.107841,0.112239
3959,14,22,19,0.188074,0.263611,0.266568
3960,7,0,2,0.094037,0.0,0.02806
3961,30,84,72,0.403015,1.006513,1.010151
3962,102,234,199,1.370252,2.803857,2.791945
3963,90,255,210,1.209046,3.055486,2.946274
3964,92,255,205,1.235914,3.055486,2.876124
3965,91,238,189,1.22248,2.851787,2.651646
3966,90,218,178,1.209046,2.612141,2.497318
3967,95,211,173,1.276216,2.528265,2.427168
3968,28,142,103,0.376148,1.701486,1.445077
3969,34,154,116,0.456751,1.845274,1.627466
3970,89,220,181,1.195612,2.636105,2.539407
3971,119,245,207,1.598628,2.935663,2.904184
3972,109,207,172,1.464289,2.480335,2.413139
3973,3,55,31,0.040302,0.659026,0.434926
3974,0,13,6,0.0,0.15577,0.084179
3975,14,10,17,0.188074,0.119823,0.238508
3976,8,0,8,0.107471,0.0,0.112239
3977,0,4,3,0.0,0.047929,0.04209
3978,6,43,29,0.080603,0.515239,0.406866
3979,133,182,164,1.786702,2.180778,2.3009
3980,85,124,111,1.141877,1.485805,1.557316
3981,0,11,4,0.0,0.131805,0.05612
3982,28,24,19,0.376148,0.287575,0.266568
3983,14,0,0,0.188074,0.0,0.0
3984,25,19,9,0.335846,0.227664,0.126269
3985,1,6,2,0.013434,0.071894,0.02806
3986,68,86,88,0.913502,1.030477,1.234629
3987,62,81,84,0.832899,0.970566,1.17851
3988,0,6,6,0.0,0.071894,0.084179
3989,12,15,10,0.161206,0.179734,0.140299
3990,6,4,0,0.080603,0.047929,0.0
3991,8,6,0,0.107471,0.071894,0.0
3992,2,14,2,0.026868,0.167752,0.02806
3993,16,15,6,0.214942,0.179734,0.084179
3994,27,21,14,0.362714,0.251628,0.196418
3995,0,7,0,0.0,0.083876,0.0
3996,6,47,36,0.080603,0.563168,0.505076
3997,85,164,141,1.141877,1.965097,1.978212
3998,114,225,188,1.531459,2.696017,2.637617
3999,109,249,196,1.464289,2.983592,2.749856
4000,89,255,195,1.195612,3.055486,2.735826
4001,71,251,194,0.953803,3.007556,2.721796
4002,85,242,205,1.141877,2.899716,2.876124
4003,86,185,172,1.155311,2.216725,2.413139
4004,0,4,10,0.0,0.047929,0.140299
4005,18,0,0,0.241809,0.0,0.0
4006,96,38,36,1.289649,0.455327,0.505076
4007,156,93,80,2.09568,1.114354,1.12239
4008,100,29,35,1.343385,0.347487,0.491046
4009,40,0,0,0.537354,0.0,0.0
4010,36,0,0,0.483619,0.0,0.0
4011,32,4,0,0.429883,0.047929,0.0
4012,94,71,53,1.262782,0.850743,0.743583
4013,116,99,84,1.558326,1.186247,1.17851
4014,65,54,41,0.8732,0.647044,0.575225
4015,27,19,7,0.362714,0.227664,0.098209
4016,18,17,4,0.241809,0.203699,0.05612
4017,14,22,14,0.188074,0.263611,0.196418
4018,0,16,16,0.0,0.191717,0.224478
4019,6,10,12,0.080603,0.119823,0.168359
4020,18,0,0,0.241809,0.0,0.0
4021,134,95,82,1.800136,1.138318,1.15045
4022,145,109,94,1.947908,1.30607,1.318808
4023,29,7,0,0.389582,0.083876,0.0
4024,0,7,0,0.0,0.083876,0.0
4025,34,30,21,0.456751,0.359469,0.294627
4026,62,45,36,0.832899,0.539203,0.505076
4027,27,4,0,0.362714,0.047929,0.0
4028,16,3,0,0.214942,0.035947,0.0
4029,17,15,5,0.228375,0.179734,0.070149
4030,4,7,0,0.053735,0.083876,0.0
4031,13,11,3,0.17464,0.131805,0.04209
4032,16,10,7,0.214942,0.119823,0.098209
4033,10,7,12,0.134338,0.083876,0.168359
4034,0,1,7,0.0,0.011982,0.098209
4035,0,8,6,0.0,0.095858,0.084179
4036,6,12,0,0.080603,0.143788,0.0
4037,8,12,0,0.107471,0.143788,0.0
4038,13,21,7,0.17464,0.251628,0.098209
4039,2,19,9,0.026868,0.227664,0.126269
4040,8,8,1,0.107471,0.095858,0.01403
4041,9,7,0,0.120905,0.083876,0.0
4042,6,4,0,0.080603,0.047929,0.0
4043,12,12,5,0.161206,0.143788,0.070149
4044,0,4,0,0.0,0.047929,0.0
4045,2,7,3,0.026868,0.083876,0.04209
4046,0,4,1,0.0,0.047929,0.01403
4047,3,11,6,0.040302,0.131805,0.084179
4048,1,10,6,0.013434,0.119823,0.084179
4049,4,15,12,0.053735,0.179734,0.168359
4050,3,0,0,0.040302,0.0,0.0
4051,29,89,72,0.389582,1.066424,1.010151
4052,103,235,197,1.383686,2.81584,2.763885
4053,57,225,171,0.765729,2.696017,2.399109
4054,57,214,158,0.765729,2.564211,2.21672
4055,87,217,169,1.168745,2.600158,2.371049
4056,95,198,160,1.276216,2.372495,2.24478
4057,55,140,110,0.738862,1.677521,1.543286
4058,67,144,117,0.900068,1.725451,1.641495
4059,111,199,171,1.491157,2.384477,2.399109
4060,118,226,194,1.585194,2.707999,2.721796
4061,120,229,194,1.612062,2.743946,2.721796
4062,72,151,121,0.967237,1.809327,1.697615
4063,0,28,12,0.0,0.335504,0.168359
4064,10,15,14,0.134338,0.179734,0.196418
4065,3,0,6,0.040302,0.0,0.084179
4066,12,0,2,0.161206,0.0,0.02806
4067,29,30,24,0.389582,0.359469,0.336717
4068,0,17,5,0.0,0.203699,0.070149
4069,115,160,147,1.544892,1.917167,2.062392
4070,116,164,156,1.558326,1.965097,2.188661
4071,0,11,7,0.0,0.131805,0.098209
4072,19,20,17,0.255243,0.239646,0.238508
4073,20,7,1,0.268677,0.083876,0.01403
4074,7,2,0,0.094037,0.023965,0.0
4075,6,15,11,0.080603,0.179734,0.154329
4076,70,86,86,0.940369,1.030477,1.206569
4077,23,33,35,0.308978,0.395416,0.491046
4078,0,0,2,0.0,0.0,0.02806
4079,5,2,1,0.067169,0.023965,0.01403
4080,7,5,0,0.094037,0.059911,0.0
4081,7,9,0,0.094037,0.107841,0.0
4082,0,7,4,0.0,0.083876,0.05612
4083,7,5,1,0.094037,0.059911,0.01403
4084,22,5,3,0.295545,0.059911,0.04209
4085,27,19,15,0.362714,0.227664,0.210448
4086,0,12,4,0.0,0.143788,0.05612
4087,0,19,6,0.0,0.227664,0.084179
4088,44,110,84,0.591089,1.318053,1.17851
4089,86,181,139,1.155311,2.168796,1.950153
4090,97,229,172,1.303083,2.743946,2.413139
4091,85,247,185,1.141877,2.959627,2.595527
4092,101,255,208,1.356819,3.055486,2.918214
4093,89,198,168,1.195612,2.372495,2.357019
4094,0,21,13,0.0,0.251628,0.182388
4095,23,0,0,0.308978,0.0,0.0
4096,82,22,22,1.101575,0.263611,0.308657
4097,179,110,102,2.404659,1.318053,1.431047
4098,183,75,80,2.458394,0.898672,1.12239
4099,125,35,37,1.679231,0.41938,0.519105
4100,93,30,29,1.249348,0.359469,0.406866
4101,47,7,2,0.631391,0.083876,0.02806
4102,25,0,0,0.335846,0.0,0.0
4103,23,0,0,0.308978,0.0,0.0
4104,47,19,12,0.631391,0.227664,0.168359
4105,26,2,0,0.34928,0.023965,0.0
4106,33,20,7,0.443317,0.239646,0.098209
4107,20,21,15,0.268677,0.251628,0.210448
4108,7,16,17,0.094037,0.191717,0.238508
4109,8,9,13,0.107471,0.107841,0.182388
4110,13,0,0,0.17464,0.0,0.0
4111,83,54,46,1.115009,0.647044,0.645374
4112,138,109,91,1.853871,1.30607,1.276719
4113,82,60,37,1.101575,0.718938,0.519105
4114,0,5,4,0.0,0.059911,0.05612
4115,7,0,0,0.094037,0.0,0.0
4116,119,89,82,1.598628,1.066424,1.15045
4117,108,71,67,1.450856,0.850743,0.940002
4118,20,0,0,0.268677,0.0,0.0
4119,20,19,15,0.268677,0.227664,0.210448
4120,9,15,6,0.120905,0.179734,0.084179
4121,5,8,0,0.067169,0.095858,0.0
4122,1,4,0,0.013434,0.047929,0.0
4123,0,2,6,0.0,0.023965,0.084179
4124,0,3,7,0.0,0.035947,0.098209
4125,0,10,8,0.0,0.119823,0.112239
4126,8,16,5,0.107471,0.191717,0.070149
4127,13,18,2,0.17464,0.215681,0.02806
4128,12,22,8,0.161206,0.263611,0.112239
4129,7,20,11,0.094037,0.239646,0.154329
4130,0,13,11,0.0,0.15577,0.154329
4131,0,5,1,0.0,0.059911,0.01403
4132,1,5,0,0.013434,0.059911,0.0
4133,4,7,0,0.053735,0.083876,0.0
4134,14,14,2,0.188074,0.167752,0.02806
4135,12,11,0,0.161206,0.131805,0.0
4136,12,9,0,0.161206,0.107841,0.0
4137,7,5,0,0.094037,0.059911,0.0
4138,4,5,0,0.053735,0.059911,0.0
4139,9,14,8,0.120905,0.167752,0.112239
4140,0,5,1,0.0,0.059911,0.01403
4141,23,90,70,0.308978,1.078407,0.982091
4142,73,206,165,0.980671,2.468353,2.314929
4143,72,231,176,0.967237,2.76791,2.469258
4144,104,245,191,1.39712,2.935663,2.679706
4145,120,232,187,1.612062,2.779893,2.623587
4146,69,150,118,0.926935,1.797344,1.655525
4147,78,130,109,1.04784,1.557699,1.529256
4148,67,107,88,0.900068,1.282106,1.234629
4149,0,28,7,0.0,0.335504,0.098209
4150,78,164,135,1.04784,1.965097,1.894033
4151,136,232,203,1.827003,2.779893,2.848065
4152,69,139,117,0.926935,1.665539,1.641495
4153,0,12,5,0.0,0.143788,0.070149
4154,14,16,20,0.188074,0.191717,0.280598
4155,0,0,6,0.0,0.0,0.084179
4156,13,4,3,0.17464,0.047929,0.04209
4157,12,8,0,0.161206,0.095858,0.0
4158,0,11,0,0.0,0.131805,0.0
4159,60,100,93,0.806031,1.19823,1.304778
4160,122,178,176,1.638929,2.132849,2.469258
4161,12,51,50,0.161206,0.611097,0.701494
4162,0,4,0,0.0,0.047929,0.0
4163,19,4,0,0.255243,0.047929,0.0
4164,7,2,0,0.094037,0.023965,0.0
4165,37,48,45,0.497052,0.57515,0.631344
4166,40,54,49,0.537354,0.647044,0.687464
4167,2,2,2,0.026868,0.023965,0.02806
4168,4,0,0,0.053735,0.0,0.0
4169,3,0,0,0.040302,0.0,0.0
4170,11,14,9,0.147772,0.167752,0.126269
4171,10,21,6,0.134338,0.251628,0.084179
4172,0,4,6,0.0,0.047929,0.084179
4173,4,3,2,0.053735,0.035947,0.02806
4174,10,0,0,0.134338,0.0,0.0
4175,15,8,4,0.201508,0.095858,0.05612
4176,18,23,19,0.241809,0.275593,0.266568
4177,11,24,22,0.147772,0.287575,0.308657
4178,0,12,3,0.0,0.143788,0.04209
4179,0,33,5,0.0,0.395416,0.070149
4180,26,112,62,0.34928,1.342017,0.869852
4181,34,166,97,0.456751,1.989061,1.360898
4182,60,209,137,0.806031,2.5043,1.922093
4183,69,185,130,0.926935,2.216725,1.823884
4184,0,47,16,0.0,0.563168,0.224478
4185,22,8,1,0.295545,0.095858,0.01403
4186,78,24,29,1.04784,0.287575,0.406866
4187,151,81,91,2.028511,0.970566,1.276719
4188,204,73,91,2.740505,0.874708,1.276719
4189,196,73,84,2.633034,0.874708,1.17851
4190,192,90,89,2.579299,1.078407,1.248659
4191,161,84,81,2.162849,1.006513,1.13642
4192,135,76,77,1.813569,0.910655,1.0803
4193,108,56,57,1.450856,0.671009,0.799703
4194,76,28,24,1.020972,0.335504,0.336717
4195,66,23,17,0.886634,0.275593,0.238508
4196,38,12,5,0.510486,0.143788,0.070149
4197,27,16,10,0.362714,0.191717,0.140299
4198,25,16,15,0.335846,0.191717,0.210448
4199,25,10,11,0.335846,0.119823,0.154329
4200,22,3,2,0.295545,0.035947,0.02806
4201,29,10,4,0.389582,0.119823,0.05612
4202,51,39,24,0.685126,0.46731,0.336717
4203,61,55,33,0.819465,0.659026,0.462986
4204,10,24,24,0.134338,0.287575,0.336717
4205,17,0,0,0.228375,0.0,0.0
4206,131,78,72,1.759834,0.934619,1.010151
4207,150,95,94,2.015077,1.138318,1.318808
4208,36,5,8,0.483619,0.059911,0.112239
4209,9,3,3,0.120905,0.035947,0.04209
4210,7,13,4,0.094037,0.15577,0.05612
4211,11,14,0,0.147772,0.167752,0.0
4212,1,7,0,0.013434,0.083876,0.0
4213,0,5,3,0.0,0.059911,0.04209
4214,0,11,11,0.0,0.131805,0.154329
4215,2,16,11,0.026868,0.191717,0.154329
4216,10,21,8,0.134338,0.251628,0.112239
4217,13,21,7,0.17464,0.251628,0.098209
4218,3,13,3,0.040302,0.15577,0.04209
4219,0,8,6,0.0,0.095858,0.084179
4220,0,7,3,0.0,0.083876,0.04209
4221,0,10,4,0.0,0.119823,0.05612
4222,2,12,5,0.026868,0.143788,0.070149
4223,3,11,3,0.040302,0.131805,0.04209
4224,6,13,5,0.080603,0.15577,0.070149
4225,6,13,5,0.080603,0.15577,0.070149
4226,6,10,0,0.080603,0.119823,0.0
4227,6,5,0,0.080603,0.059911,0.0
4228,7,5,0,0.094037,0.059911,0.0
4229,23,21,13,0.308978,0.251628,0.182388
4230,0,9,3,0.0,0.107841,0.04209
4231,34,107,84,0.456751,1.282106,1.17851
4232,102,234,189,1.370252,2.803857,2.651646
4233,92,243,187,1.235914,2.911698,2.623587
4234,64,195,141,0.859766,2.336548,1.978212
4235,36,136,93,0.483619,1.629592,1.304778
4236,67,135,106,0.900068,1.61761,1.487167
4237,44,78,59,0.591089,0.934619,0.827763
4238,4,19,6,0.053735,0.227664,0.084179
4239,1,31,14,0.013434,0.371451,0.196418
4240,0,35,11,0.0,0.41938,0.154329
4241,89,180,153,1.195612,2.156813,2.146571
4242,143,207,192,1.92104,2.480335,2.693736
4243,47,73,71,0.631391,0.874708,0.996121
4244,0,0,6,0.0,0.0,0.084179
4245,9,14,25,0.120905,0.167752,0.350747
4246,18,14,9,0.241809,0.167752,0.126269
4247,14,8,0,0.188074,0.095858,0.0
4248,16,22,13,0.214942,0.263611,0.182388
4249,0,17,12,0.0,0.203699,0.168359
4250,102,162,162,1.370252,1.941132,2.27284
4251,81,124,125,1.088142,1.485805,1.753734
4252,3,10,7,0.040302,0.119823,0.098209
4253,35,19,14,0.470185,0.227664,0.196418
4254,8,1,0,0.107471,0.011982,0.0
4255,31,42,36,0.416449,0.503256,0.505076
4256,14,24,17,0.188074,0.287575,0.238508
4257,18,12,9,0.241809,0.143788,0.126269
4258,33,17,24,0.443317,0.203699,0.336717
4259,18,10,18,0.241809,0.119823,0.252538
4260,14,22,19,0.188074,0.263611,0.266568
4261,14,32,17,0.188074,0.383433,0.238508
4262,16,26,31,0.214942,0.31154,0.434926
4263,14,15,16,0.188074,0.179734,0.224478
4264,8,2,0,0.107471,0.023965,0.0
4265,5,3,0,0.067169,0.035947,0.0
4266,3,8,7,0.040302,0.095858,0.098209
4267,0,0,2,0.0,0.0,0.02806
4268,2,0,2,0.026868,0.0,0.02806
4269,3,15,1,0.040302,0.179734,0.01403
4270,0,48,3,0.0,0.57515,0.04209
4271,11,121,47,0.147772,1.449858,0.659404
4272,7,145,59,0.094037,1.737433,0.827763
4273,0,113,38,0.0,1.353999,0.533135
4274,0,52,5,0.0,0.623079,0.070149
4275,17,13,0,0.228375,0.15577,0.0
4276,37,0,0,0.497052,0.0,0.0
4277,88,19,44,1.182179,0.227664,0.617315
4278,163,31,63,2.189717,0.371451,0.883882
4279,189,52,69,2.538997,0.623079,0.968061
4280,206,76,76,2.767373,0.910655,1.066271
4281,190,79,73,2.552431,0.946601,1.024181
4282,179,90,87,2.404659,1.078407,1.220599
4283,158,82,82,2.122548,0.982548,1.15045
4284,149,84,83,2.001643,1.006513,1.16448
4285,130,80,78,1.7464,0.958584,1.09433
4286,115,83,79,1.544892,0.994531,1.10836
4287,94,73,69,1.262782,0.874708,0.968061
4288,79,57,52,1.061274,0.682991,0.729554
4289,69,40,37,0.926935,0.479292,0.519105
4290,50,23,21,0.671692,0.275593,0.294627
4291,29,16,13,0.389582,0.191717,0.182388
4292,4,7,0,0.053735,0.083876,0.0
4293,4,16,2,0.053735,0.191717,0.02806
4294,5,8,6,0.067169,0.095858,0.084179
4295,28,0,0,0.376148,0.0,0.0
4296,89,18,9,1.195612,0.215681,0.126269
4297,145,74,70,1.947908,0.88669,0.982091
4298,64,23,26,0.859766,0.275593,0.364777
4299,10,0,0,0.134338,0.0,0.0
4300,17,18,7,0.228375,0.215681,0.098209
4301,14,15,0,0.188074,0.179734,0.0
4302,13,18,2,0.17464,0.215681,0.02806
4303,0,11,5,0.0,0.131805,0.070149
4304,0,17,14,0.0,0.203699,0.196418
4305,0,13,7,0.0,0.15577,0.098209
4306,4,15,2,0.053735,0.179734,0.02806
4307,5,14,3,0.067169,0.167752,0.04209
4308,0,7,1,0.0,0.083876,0.01403
4309,0,5,4,0.0,0.059911,0.05612
4310,0,7,0,0.0,0.083876,0.0
4311,0,7,0,0.0,0.083876,0.0
4312,0,8,2,0.0,0.095858,0.02806
4313,0,8,4,0.0,0.095858,0.05612
4314,0,7,5,0.0,0.083876,0.070149
4315,0,7,6,0.0,0.083876,0.084179
4316,0,13,10,0.0,0.15577,0.140299
4317,13,21,16,0.17464,0.251628,0.224478
4318,8,9,1,0.107471,0.107841,0.01403
4319,26,23,15,0.34928,0.275593,0.210448
4320,0,4,5,0.0,0.047929,0.070149
4321,36,98,72,0.483619,1.174265,1.010151
4322,81,195,141,1.088142,2.336548,1.978212
4323,7,131,73,0.094037,1.569681,1.024181
4324,28,111,78,0.376148,1.330035,1.09433
4325,102,126,123,1.370252,1.509769,1.725675
4326,68,50,62,0.913502,0.599115,0.869852
4327,19,0,0,0.255243,0.0,0.0
4328,40,9,8,0.537354,0.107841,0.112239
4329,43,19,14,0.577655,0.227664,0.196418
4330,29,17,8,0.389582,0.203699,0.112239
4331,13,20,5,0.17464,0.239646,0.070149
4332,147,169,150,1.974776,2.025008,2.104481
4333,125,146,133,1.679231,1.749415,1.865973
4334,0,0,1,0.0,0.0,0.01403
4335,3,0,1,0.040302,0.0,0.01403
